"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"IPCC","Infinity Property and Casualty Corporation","79.25","$909.31M","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"INFA","Informatica Corporation","43.4","$4.75B","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/infa",
"III","Information Services Group, Inc.","3.85","$141.32M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","2.27","$32.59M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"REDX","Infraredx, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/redx",
"IMKTA","Ingles Markets, Incorporated","50.49","$1.02B","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","6.67","$359.82M","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"INNL","Innocoll AG","7.88","$156.04M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl",
"INOD","Innodata Inc.","2.63","$66.64M","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","55.29","$1.18B","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","44.68","$1.09B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","3.78","$63.84M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INGN","Inogen, Inc","32.49","$605.25M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","5.69","$90.34M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","27.88","$4.03B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","7.04","$426.56M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"NSIT","Insight Enterprises, Inc.","27.25","$1.08B","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","2.91","$35.52M","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","21.4","$1.07B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IIIN","Insteel Industries, Inc.","20.5","$376.73M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","35.08","$1.98B","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","60.31","$2.14B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"IART","Integra LifeSciences Holdings Corporation","58.91","$1.93B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","20.45","$3.03B","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IESC","Integrated Electrical Services, Inc.","7.94","$172.77M","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"ISSI","Integrated Silicon Solution, Inc.","18.45","$581.21M","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/issi",
"INTC","Intel Corporation","30.93","$146.48B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"IQNT","Inteliquent, Inc.","15.49","$518.68M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt",
"IPCI","Intellipharmaceutics International Inc.","2.42","$56.97M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","29.41","$910.03M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","33.86","$1.98B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ININ","Interactive Intelligence Group, Inc.","42.06","$901.61M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin",
"ICPT","Intercept Pharmaceuticals, Inc.","281.38","$6.37B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"ICLD","InterCloud Systems, Inc","2.32","$39.55M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icld",
"ICLDW","InterCloud Systems, Inc","1.2001","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icldw",
"IDCC","InterDigital, Inc.","52.85","$1.96B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","19.88","$1.32B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"IMI","Intermolecular, Inc.","1.67","$80.75M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","9.91","$539.83M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","25.87","$1.72B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","31.5","$838.43M","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","4.34","$83.34M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","10.15","$932.63M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"PTNT","Internet Patents Corporation","2.69","$20.85M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ptnt",
"INPH","Interphase Corporation","2.11","$17.68M","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph",
"XENT","Intersect ENT, Inc.","23.71","$554.26M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","3.59","$66.52M","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"ISIL","Intersil Corporation","14.82","$1.93B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil",
"IILG","Interval Leisure Group, Inc.","26.79","$1.53B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg",
"IVAC","Intevac, Inc.","6.74","$157.04M","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","29.83","$562.78M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"INTLL","INTL FCStone Inc.","25.85","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intll",
"ITCI","Intra-Cellular Therapies Inc.","23.48","$692.64M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","8.01","$46.68M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","97.77","$27.06B","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","493.45","$18.06B","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"INVT","Inventergy Global, Inc.","0.745","$19.95M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/invt",
"SNAK","Inventure Foods, Inc.","10.55","$206.23M","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"ISTR","Investar Holding Corporation","16.05","$116.43M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr",
"ISBC","Investors Bancorp, Inc.","11.49","$4.12B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","71","$144.05M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"IPAS","iPass Inc.","1.05","$67.86M","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas",
"DTYS","iPath US Treasury 10-year Bear ETN","21.55","$67.69M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTYL","iPath US Treasury 10-year Bull ETN","74.6901","$5.38M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","iPath US Treasury 2-year Bear ETN","34.36","$12.85M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","61.4","$4.39M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear Exchange Traded Note","34.8701","$1.76M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","64.14","$1.92M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","60.68","$5.04M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","21.3499","$17.71M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"DLBL","iPath US Treasury Long Bond Bull ETN","73.31","$4.13M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"STPP","iPath US Treasury Steepener ETN","34.891","$14.2M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"IPCM","IPC Healthcare, Inc.","45.74","$790.51M","2008","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ipcm",
"IPGP","IPG Photonics Corporation","97.99","$5.14B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"IRMD","iRadimed Corporation","15.4","$166.55M","2014","n/a","n/a","http://www.nasdaq.com/symbol/irmd",
"IRIX","IRIDEX Corporation","9.08","$89.36M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","9.27","$871.18M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","341.8","$170.9M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","33.01","$979.48M","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","15.07","$2.13B","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","32","$1.01B","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp",
"COMT","iShares Commodities Select Strategy ETF","37.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt",
"GNMA","iShares Core GNMA Bond ETF","50.3299","$40.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"FCHI","iShares FTSE China (HK Listed) Index Fund","51.6999","$25.85M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fchi",
"IFAS","iShares FTSE EPRA/NAREIT Asia Index Fund","31.07","$18.64M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifas",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","37.65","$47.06M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","30.54","$949.79M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IFNA","iShares FTSE EPRA/NAREIT North America Index Fund","58.3699","$23.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifna",
"ACWX","iShares MSCI ACWI ex US Index Fund","43.56","$1.76B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","59.12","$6.21B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","61.48","$3.71B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"AXJS","iShares MSCI All Country Asia ex Japan Small Cap Index Fund","56.61","$5.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axjs",
"AAIT","iShares MSCI All Country Asia Information Technology Index Fun","35.1199","$7.02M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aait",
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","58.78","$88.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EMDI","iShares MSCI Emerging Markets Consumer Discrectionary Sector I","51.6501","$5.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emdi",
"EEME","iShares MSCI Emerging Markets EMEA Index Fund","41.69","$8.34M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeme",
"EMEY","iShares MSCI Emerging Markets Energy Sector Capped Index Fund","26.42","$1.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emey",
"EGRW","iShares MSCI Emerging Markets Growth Index Fund","52.74","$5.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/egrw",
"EEML","iShares MSCI Emerging Markets Latin America Index Fund","31.13","$9.34M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeml",
"EVAL","iShares MSCI Emerging Markets Value Index Fund","41.7646","$20.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eval",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","22.08","$401.86M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","43.1134","$36.65M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus",
"QAT","iShares MSCI Qatar Capped ETF","23.48","$31.7M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"UAE","iShares MSCI UAE Capped ETF","18.58","$40.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","345.33","$8.24B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","95.93","$546.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","30.64","$79.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","11.33","$73.65M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","53.68","$289.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","31.45","$921.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","76.57","$145.48M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","89.32","$460M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"ISIS","Isis Pharmaceuticals, Inc.","70.66","$8.41B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/isis",
"ISLE","Isle of Capri Casinos, Inc.","14.23","$569.6M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/isle",
"ISRL","Isramco, Inc.","127.2","$345.69M","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ITRI","Itron, Inc.","35.67","$1.37B","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","22.33","$524.21M","2005","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn",
"XXIA","Ixia","12.42","$973.68M","2000","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/xxia",
"IXYS","IXYS Corporation","12.04","$381.06M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys",
"JJSF","J & J Snack Foods Corp.","102.79","$1.92B","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","49.5","$99.78M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","86.76","$10.11B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","67.44","$3.25B","1999","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom",
"JASO","JA Solar Holdings, Co., Ltd.","9.21","$419.05M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso",
"JKHY","Jack Henry & Associates, Inc.","66.61","$5.45B","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","96.35","$3.67B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack",
"JXSB","Jacksonville Bancorp Inc.","23.1","$42.01M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAXB","Jacksonville Bancorp, Inc.","10.6001","$61.43M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jaxb",
"JAGX","Jaguar Animal Health, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","6.26","$145.64M","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk",
"JMBA","Jamba, Inc.","14.63","$254.61M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba",
"JRVR","James River Group Holdings, Ltd.","22.73","$648.72M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr",
"ERW","Janus Equal Risk Weighted Large Cap ETF","54.2499","$29.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/erw",
"JASN","Jason Industries, Inc.","7.03","$154.59M","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.7762","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","175.09","$10.62B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","28.08","$38.25B","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jd",
"JDSU","JDS Uniphase Corporation","13.63","$3.17B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/jdsu",
"JBLU","JetBlue Airways Corporation","18.115","$5.63B","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"JTPY","JetPay Corporation","2.59","$35.91M","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy",
"JCTCF","Jewett-Cameron Trading Company","10.425","$26.96M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"DATE","Jiayuan.com International Ltd.","5.13","$167.69M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/date",
"JST","Jinpan International Limited","5.07","$83.24M","1998","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/jst",
"JIVE","Jive Software, Inc.","5.05","$375.69M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/jive",
"JOEZ","Joe&#39;s Jeans Inc.","0.152","$10.55M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/joez",
"JBSS","John B. Sanfilippo & Son, Inc.","37.22","$414.15M","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","32.72","$327.3M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"JUNO","Juno Therapeutics, Inc.","49.49","$4.48B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno",
"KTWO","K2M Group Holdings, Inc.","20.27","$799.95M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ktwo",
"KALU","Kaiser Aluminum Corporation","76.02","$1.33B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu",
"KBIO","KaloBios Pharmaceuticals, Inc.","0.545","$17.98M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kbio",
"KMDA","Kamada Ltd.","4.08","$146.83M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","13.23","$612.22M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi",
"KCLI","Kansas City Life Insurance Company","46.68","$505.32M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/kcli",
"KPTI","Karyopharm Therapeutics Inc.","28.08","$918.31M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti",
"KBSF","KBS Fashion Group Limited","4.4156","$112.23M","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf",
"KCAP","KCAP Financial, Inc.","7.14","$262.42M","2006","n/a","n/a","http://www.nasdaq.com/symbol/kcap",
"KRNY","Kearny Financial","14.08","$948.64M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny",
"KELYA","Kelly Services, Inc.","17.92","$676.04M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","17.964","$677.7M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb",
"KFFB","Kentucky First Federal Bancorp","8.07","$68.25M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KERX","Keryx Biopharmaceuticals, Inc.","13","$1.35B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"GMCR","Keurig Green Mountain, Inc.","124.69","$20.16B","1993","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmcr",
"KEQU","Kewaunee Scientific Corporation","17.49","$45.94M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KTEC","Key Technology, Inc.","12.97","$80.92M","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","10.21","$107.73M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KFRC","Kforce, Inc.","22.54","$665.27M","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","13.43","$391.78M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","9.55","$371.2M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","6.77","$133.53M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin",
"KNMD","KineMed, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/knmd",
"KGJI","Kingold Jewelry Inc.","1.19","$78.48M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","7.92","$57.78M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","2.51","$3.53M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KIRK","Kirkland&#39;s, Inc.","22.92","$393M","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk",
"KITE","Kite Pharma, Inc.","63.09","$2.67B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/kite",
"KLAC","KLA-Tencor Corporation","60.71","$9.88B","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KLXI","KLX Inc.","39.77","$2.09B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi",
"VLCCF","Knightsbridge Shipping Limited","4.14","$331.7M","1997","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/vlccf",
"KFX","Kofax Limited","7.44","$685.94M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/kfx",
"KONA","Kona Grill, Inc.","26.23","$289.53M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KZ","KongZhong Corporation","5.13","$235.32M","n/a","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/kz",
"KOPN","Kopin Corporation","3.81","$251.11M","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn",
"KOSS","Koss Corporation","2.4401","$18.01M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KRFT","Kraft Foods Group, Inc.","61.65","$36.25B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/krft",
"KWEB","KraneShares CSI China Internet ETF","31.61","$88.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","5.44","$314.41M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos",
"KUTV","Ku6 Media Co., Ltd.","1","$47.56M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/kutv",
"KLIC","Kulicke and Soffa Industries, Inc.","16.105","$1.24B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","13.24","$210.66M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"KYTH","Kythera Biopharmaceuticals, Inc.","50.65","$1.15B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kyth",
"FSTR","L.B. Foster Company","44.64","$462.49M","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","23.2","$353.24M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","13.54","$80.41M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","11.19","$424.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","41.35","$686.6M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","9.85","$69.41M","1986","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake",
"LACO","Lakes Entertainment, Inc.","8.69","$116.35M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/laco",
"LRCX","Lam Research Corporation","78.71","$12.54B","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","57.88","$6.38B","1996","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","89.03","$2.44B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc",
